Year,State,All ages - Pre-Primary to Higher Secondary - Boys,All ages - Pre-Primary to Higher Secondary - Girls,All ages - Pre-Primary to Higher Secondary - Total,All ages - Pre-Primary - Boys,All ages - Pre-Primary - Girls,All ages - Pre-Primary - Total,All ages - Primary (1-5) - Boys,All ages - Primary (1-5) - Girls,All ages - Primary (1-5) - Total,All ages - Upper Primary (6-8) - Boys,All ages - Upper Primary (6-8) - Girls,All ages - Upper Primary (6-8) - Total,All ages - Secondary (9-10) - Boys,All ages - Secondary (9-10) - Girls,All ages - Secondary (9-10) - Total,All ages - Higher Secondary (11-12) - Boys,All ages - Higher Secondary (11-12) - Girls,All ages - Higher Secondary (11-12) - Total,< 6 years - All - Boys,< 6 years - All - Girls,< 6 years - All - Total,< 6 years - Pre-Primary - Boys,< 6 years - Pre-Primary - Girls,< 6 years - Pre-Primary - Total,< 6 years - Primary (1-5) - Boys,< 6 years - Primary (1-5) - Girls,< 6 years - Primary (1-5) - Total,6-10 years - All - Boys,6-10 years - All - Girls,6-10 years - All - Total,6-10 years - Primary (1-5) - Boys,6-10 years - Primary (1-5) - Girls,6-10 years - Primary (1-5) - Total,6-10 years - Upper Primary (6-8) - Boys,6-10 years - Upper Primary (6-8) - Girls,6-10 years - Upper Primary (6-8) - Total,11-13 years - All - Boys,11-13 years - All - Girls,11-13 years - All - Total,11-13 years - Primary (1-5) - Boys,11-13 years - Primary (1-5) - Girls,11-13 years - Primary (1-5) - Total,11-13 years - Upper Primary (6-8) - Boys,11-13 years - Upper Primary (6-8) - Girls,11-13 years - Upper Primary (6-8) - Total,11-13 years - Secondary (9-10) - Boys,11-13 years - Secondary (9-10) - Girls,11-13 years - Secondary (9-10) - Total,14-15 years - All - Boys,14-15 years - All - Girls,14-15 years - All - Total,14-15 years - Primary (1-5) - Boys,14-15 years - Primary (1-5) - Girls,14-15 years - Primary (1-5) - Total,14-15 years - Upper Primary (6-8) - Boys,14-15 years - Upper Primary (6-8) - Girls,14-15 years - Upper Primary (6-8) - Total,14-15 years - Secondary (9-10) - Boys,14-15 years - Secondary (9-10) - Girls,14-15 years - Secondary (9-10) - Total,14-15 years - Higher Secondary (11-12) - Boys,14-15 years - Higher Secondary (11-12) - Girls,14-15 years - Higher Secondary (11-12) - Total,16-17 years - All - Boys,16-17 years - All - Girls,16-17 years - All - Total,16-17 years - Primary (1-5) - Boys,16-17 years - Primary (1-5) - Girls,16-17 years - Primary (1-5) - Total,16-17 years - Upper Primary (6-8) - Boys,16-17 years - Upper Primary (6-8) - Girls,16-17 years - Upper Primary (6-8) - Total,16-17 years - Secondary (9-10) - Boys,16-17 years - Secondary (9-10) - Girls,16-17 years - Secondary (9-10) - Total,16-17 years - Higher Secondary (11-12) - Boys,16-17 years - Higher Secondary (11-12) - Girls,16-17 years - Higher Secondary (11-12) - Total,>17 years - All - Boys,>17 years - All - Girls,>17 years - All - Total,>17 years - Primary (1-5) - Boys,>17 years - Primary (1-5) - Girls,>17 years - Primary (1-5) - Total,>17 years - Upper Primary (6-8) - Boys,>17 years - Upper Primary (6-8) - Girls,>17 years - Upper Primary (6-8) - Total,>17 years - Secondary (9-10) - Boys,>17 years - Secondary (9-10) - Girls,>17 years - Secondary (9-10) - Total,>17 years - Higher Secondary (11-12) - Boys,>17 years - Higher Secondary (11-12) - Girls,>17 years - Higher Secondary (11-12) - Total,6-10 years - Pre-Primary - Boys,6-10 years - Pre-Primary - Girls,6-10 years - Pre-Primary - Total
2020-21,Uttarakhand,1281669,1144385,2426054,50739,41250,91989,559003,490608,1049611,313092,281109,594201,200603,178065,378668,158232,153353,311585,97761,83014,180775,50739,41250,91989,47022,41764,88786,523166,460455,983621,478882,421034,899916,44284,39421,83705,307117,273125,580242,31811,26864,58675,233742,210444,444186,41564,35817,77381,189751,171177,360928,1229,897,2126,32030,28749,60779,122562,109538,232100,33930,31993,65923,131646,125157,256803,59,49,108,2820,2323,5143,33113,29936,63049,95654,92849,188503,32228,31457,63685,0,0,0,216,172,388,3364,2774,6138,28648,28511,57159,NA,NA,NA
2020-21,West Bengal,9639772,9766125,19405897,930242,860895,1791137,4368140,4163164,8531304,2107169,2131270,4238439,1334708,1577967,2912675,899513,1032829,1932342,978885,907572,1886457,930242,860895,1791137,48643,46677,95320,4202807,3994105,8196912,4116296,3911283,8027579,86511,82822,169333,2092675,2112140,4204815,200067,202121,402188,1762119,1769208,3531327,130489,140811,271300,1326326,1508744,2835070,2336,2209,4545,243726,261348,505074,981234,1135441,2116675,99030,109746,208776,872183,1031100,1903283,798,874,1672,13677,16277,29954,210004,276482,486486,647704,737467,1385171,166896,212464,379360,0,0,0,1136,1615,2751,12981,25233,38214,152779,185616,338395,NA,NA,NA
2021-22,India,137900578,127335252,265235830,5051523,4443684,9495207,63517655,58324595,121842250,34511750,32278942,66790692,20071918,18456713,38528631,14747732,13831318,28579050,12055399,10856325,22911724,4811883,4253596,9065479,7243516,6602729,13846245,60940660,56238788,117179448,54331742,50075648,104407390,6369278,5973052,12342330,33676967,31381268,65058235,1891861,1608132,3499993,25942956,24371948,50314904,5842150,5401188,11243338,18371294,16880598,35251892,46280,35138,81418,2039110,1797833,3836943,12057135,11158039,23215174,4228769,3889588,8118357,10840074,10185144,21025218,4256,2948,7204,142978,121524,264502,2006100,1759476,3765576,8686740,8301196,16987936,2016184,1793129,3809313,NA,NA,NA,17428,14585,32013,166533,138010,304543,1832223,1640534,3472757,239640,190088,429728
2021-22,Andaman and Nicobar Islands,37536,36325,73861,3449,3436,6885,13293,12671,25964,9088,8631,17719,5976,5834,11810,5730,5753,11483,3907,3925,7832,3172,3220,6392,735,705,1440,13559,13024,26583,11992,11511,23503,1290,1297,2587,8833,8460,17293,560,448,1008,7038,6729,13767,1235,1283,2518,5879,5797,11676,4,5,9,705,567,1272,4000,3960,7960,1170,1265,2435,4198,4215,8413,2,2,4,46,33,79,680,537,1217,3470,3643,7113,1160,904,2064,NA,NA,NA,9,5,14,61,54,115,1090,845,1935,277,216,493
2021-22,Andhra Pradesh,4278015,3966632,8244647,41948,35443,77391,1942766,1782027,3724793,1132406,1036628,2169034,694292,646958,1341250,466603,465576,932179,321631,307968,629599,40794,34539,75333,280837,273429,554266,1847195,1723850,3571045,1598921,1471237,3070158,247120,251709,498829,1109852,1026512,2136364,60542,35659,96201,821435,747489,1568924,227875,243364,471239,621387,554352,1175739,2204,1520,3724,58561,33991,92552,416895,375202,792097,143727,143639,287366,343851,326734,670585,262,182,444,4691,2948,7639,46006,26261,72267,292892,297343,590235,34099,27216,61315,NA,NA,NA,599,491,1090,3516,2131,5647,29984,24594,54578,1154,904,2058
2021-22,Arunachal Pradesh,177336,177046,354382,13517,12559,26076,83662,80399,164061,41309,43621,84930,22471,22984,45455,16377,17483,33860,27123,25847,52970,12628,11866,24494,14495,13981,28476,74268,72411,146679,64261,61869,126130,9118,9849,18967,40169,41459,81628,4609,4336,8945,27929,29430,57359,7631,7693,15324,21064,21919,42983,275,203,478,3483,3623,7106,12524,12984,25508,4782,5109,9891,12219,12860,25079,22,10,32,621,592,1213,2084,2087,4171,9492,10171,19663,2493,2550,5043,NA,NA,NA,158,127,285,232,220,452,2103,2203,4306,889,693,1582
2021-22,Assam,3720048,3824912,7544960,228797,214591,443388,1844170,1801193,3645363,917373,988402,1905775,465492,539190,1004682,264216,281536,545752,406919,384303,791222,223899,210225,434124,183020,174078,357098,1799081,1771768,3570849,1631762,1598916,3230678,162421,168486,330907,866406,938931,1805337,28815,27747,56562,711180,771769,1482949,126411,139415,265826,402636,464074,866710,528,433,961,41453,45833,87286,301297,354504,655801,59358,63304,122662,212802,233059,445861,45,19,64,2151,2123,4274,35010,42196,77206,175596,188721,364317,32204,32777,64981,NA,NA,NA,168,191,359,2774,3075,5849,29262,29511,58773,4898,4366,9264
2021-22,Bihar,14054053,13418639,27472692,251500,174754,426254,7339469,6840063,14179532,3635833,3617710,7253543,1804240,1814058,3618298,1023011,972054,1995065,863747,730769,1594516,236051,164875,400926,627696,565894,1193590,7227619,6766551,13994170,6649139,6217215,12866354,563031,539457,1102488,3817518,3808948,7626466,61976,56409,118385,3021280,3026052,6047332,734262,726487,1460749,1465063,1455781,2920844,579,492,1071,49094,49309,98403,958472,970494,1928966,456918,435486,892404,583220,562544,1145764,79,53,132,1958,2342,4300,102996,106996,209992,478187,453153,931340,96886,94046,190932,NA,NA,NA,470,550,1020,8510,10081,18591,87906,83415,171321,15449,9879,25328
2021-22,Chandigarh,143711,124916,268627,11507,10552,22059,50841,45107,95948,34343,29759,64102,23967,19828,43795,23053,19670,42723,14262,13123,27385,10613,9782,20395,3649,3341,6990,48645,43533,92178,44011,39327,83338,3740,3436,7176,33421,29094,62515,3138,2414,5552,26586,23238,49824,3697,3442,7139,23609,20411,44020,40,25,65,3827,2969,6796,16175,13665,29840,3567,3752,7319,20061,16439,36500,3,0,3,182,112,294,3890,2575,6465,15986,13752,29738,3713,2316,6029,NA,NA,NA,8,4,12,205,146,351,3500,2166,5666,894,770,1664
2021-22,Chhattisgarh,3013246,2978951,5992197,120536,107431,227967,1379792,1312721,2692513,753340,733078,1486418,410149,430023,840172,349429,395698,745127,238786,218783,457569,115102,102673,217775,123684,116110,239794,1317875,1257762,2575637,1224852,1169762,2394614,87589,83242,170831,702239,688953,1391192,30753,26511,57264,606869,595687,1202556,64617,66755,131372,404140,422775,826915,443,302,745,56694,52777,109471,287474,304042,591516,59529,65654,125183,296384,332753,629137,60,36,96,1909,1262,3171,56208,57652,113860,238207,273803,512010,53822,57925,111747,NA,NA,NA,279,110,389,1850,1574,3424,51693,56241,107934,5434,4758,10192
2021-22,Daman and Diu and Dadra and Nagar Haveli,70068,63290,133358,2738,2373,5111,31296,28290,59586,18697,16653,35350,10087,8584,18671,7250,7390,14640,3373,2991,6364,2530,2218,4748,843,773,1616,29360,26867,56227,27857,25501,53358,1295,1211,2506,19225,17203,36428,2538,1973,4511,15181,13743,28924,1506,1487,2993,10083,9097,19180,55,41,96,2055,1554,3609,6458,5586,12044,1515,1916,3431,6587,6041,12628,3,2,5,157,134,291,1897,1388,3285,4530,4517,9047,1440,1091,2531,NA,NA,NA,9,11,20,226,123,349,1205,957,2162,208,155,363
2021-22,Delhi,2411323,2160784,4572107,128967,124658,253625,928498,825932,1754430,633559,557216,1190775,386581,338694,725275,333718,314284,648002,217642,202787,420429,125348,121646,246994,92294,81141,173435,899520,776837,1676357,805067,715606,1520673,90834,58219,149053,593434,506578,1100012,30783,28848,59631,480351,425977,906328,82300,51753,134053,383032,337809,720841,325,299,624,58725,68975,127700,246413,220222,466635,77569,48313,125882,265569,263651,529220,29,38,67,3649,4045,7694,54311,62498,116809,207580,197070,404650,52126,73122,125248,NA,NA,NA,0,0,0,3557,4221,7778,48569,68901,117470,3619,3012,6631
2021-22,Goa,157027,147955,304982,11457,11099,22556,62585,58771,121356,37525,34785,72310,24279,22587,46866,21181,20713,41894,17938,16860,34798,11215,10910,22125,6723,5950,12673,59394,55412,114806,53531,50659,104190,5621,4564,10185,36415,33889,70304,2248,2118,4366,28932,27511,56443,5235,4260,9495,21750,21411,43161,76,37,113,2710,2564,5274,16302,15800,32102,2662,3010,5672,17359,17011,34370,7,7,14,143,80,223,2604,2458,5062,14605,14466,29071,4171,3372,7543,NA,NA,NA,119,66,185,138,69,207,3914,3237,7151,242,189,431
2021-22,Gujarat,6158736,5383540,11542276,90861,73830,164691,2848644,2538546,5387190,1638632,1452353,3090985,959454,791062,1750516,621145,527749,1148894,518050,461861,979911,87393,71407,158800,430657,390454,821111,2767050,2464950,5232000,2359589,2099388,4458977,403993,363139,767132,1570270,1372756,2943026,57311,47938,105249,1185180,1049777,2234957,327779,275041,602820,850507,703142,1553649,1002,721,1723,46356,37181,83537,580216,477707,1057923,222933,187533,410466,418946,354407,773353,85,45,130,2628,1874,4502,49373,36880,86253,366860,315608,682468,33913,26424,60337,NA,NA,NA,475,382,857,2086,1434,3520,31352,24608,55960,3468,2423,5891
2021-22,Haryana,3306187,2729492,6035679,135943,107702,243645,1406310,1172952,2579262,813172,667167,1480339,526975,425168,952143,423787,356503,780290,348724,300040,648764,129112,103090,232202,219612,196950,416562,1297599,1087270,2384869,1113118,920767,2033885,177650,161891,339541,805528,664482,1470010,70651,53190,123841,569864,459657,1029521,165013,151635,316648,492933,399890,892823,2753,1939,4692,60062,41741,101803,296590,230276,526866,133528,125934,259462,299073,234547,533620,176,106,282,5220,3609,8829,59208,39063,98271,234469,191769,426238,62330,43263,105593,NA,NA,NA,376,269,645,6164,4194,10358,55790,38800,94590,6831,4612,11443
2021-22,Himachal Pradesh,752697,684325,1437022,55078,49796,104874,288640,262353,550993,178750,163945,342695,114016,102413,216429,116213,105818,222031,106364,97139,203503,54096,49028,103124,52268,48111,100379,280700,255719,536419,232001,210754,442755,47717,44197,91914,171843,157851,329694,4213,3374,7587,124758,114849,239607,42872,39628,82500,112957,100791,213748,144,100,244,5729,4504,10233,65185,57989,123174,41899,38198,80097,72835,66642,139477,14,14,28,428,301,729,5607,4496,10103,66786,61831,128617,7998,6183,14181,NA,NA,NA,118,94,212,352,300,652,7528,5789,13317,982,768,1750
2021-22,Jammu and Kashmir,1423914,1294730,2718644,205990,189259,395249,576318,530614,1106932,301526,275979,577505,182592,161893,344485,157488,136985,294473,319410,294195,613605,200515,184098,384613,118895,110097,228992,537960,495638,1033598,443095,408083,851178,89390,82394,171784,289453,262992,552445,13883,12060,25943,199516,182712,382228,76054,68220,144274,150002,133656,283658,401,338,739,11584,10046,21630,93420,82997,176417,44597,40275,84872,102580,88638,191218,44,36,80,936,761,1697,12280,10000,22280,89320,77841,167161,24509,19611,44120,NA,NA,NA,100,66,166,838,676,1514,23571,18869,42440,5475,5161,10636
2021-22,Jharkhand,4060838,3909912,7970750,157652,124891,282543,1938656,1802253,3740909,1060618,1053691,2114309,536799,552270,1089069,367113,376807,743920,334142,281474,615616,147541,116986,264527,186601,164488,351089,1878251,1755454,3633705,1702500,1592819,3295319,165640,154730,320370,1046125,1036857,2082982,48236,43983,92219,840793,841071,1681864,157096,151803,308899,472738,483948,956686,1224,899,2123,49168,52563,101731,322501,334316,656817,99845,96170,196015,265146,286245,551391,95,64,159,4418,4729,9147,51811,60074,111885,208822,221378,430200,64436,65934,130370,NA,NA,NA,599,598,1197,5391,6077,11468,58446,59259,117705,10111,7905,18016
2021-22,Karnataka,6234114,5858267,12092381,141477,123551,265028,2837353,2618873,5456226,1645934,1551012,3196946,1010732,959584,1970316,598618,605247,1203865,419768,389270,809038,139245,121632,260877,280523,267638,548161,2788219,2596935,5385154,2517755,2324843,4842598,268232,270173,538405,1628601,1535295,3163896,38966,26302,65268,1336090,1252625,2588715,253545,256368,509913,846390,798914,1645304,90,81,171,41381,27995,69376,713814,675691,1389505,91105,95147,186252,485761,478372,964133,19,9,28,111,134,245,43171,27248,70419,442460,450981,893441,65375,59481,124856,NA,NA,NA,120,85,205,202,277,479,65053,59119,124172,2232,1919,4151
2021-22,Kerala,3272192,3150928,6423120,289712,278460,568172,1274839,1211401,2486240,767896,733107,1501003,511005,485085,996090,428740,442875,871615,454512,435007,889519,285009,274161,559170,169503,160846,330349,1254581,1195090,2449671,1081269,1029844,2111113,168609,160947,329556,793110,755722,1548832,23248,20129,43377,581628,557148,1138776,188234,178445,366679,461723,451594,913317,706,482,1188,15626,13720,29346,309648,295927,605575,135743,141465,277208,289109,297537,586646,113,100,213,1018,642,1660,12777,10511,23288,275201,286284,561485,19157,15978,35135,NA,NA,NA,1015,650,1665,346,202,548,17796,15126,32922,4703,4299,9002
2021-22,Ladakh,29663,30125,59788,5533,5185,10718,11609,11283,22892,5907,6259,12166,3639,3943,7582,2975,3455,6430,7427,6968,14395,5177,4821,9998,2250,2147,4397,10569,10402,20971,8700,8506,17206,1513,1532,3045,5672,6057,11729,630,616,1246,3748,4128,7876,1294,1313,2607,3041,3686,6727,28,11,39,557,553,1110,1822,2037,3859,634,1085,1719,2562,2510,5072,1,3,4,78,40,118,461,546,1007,2022,1921,3943,392,502,894,NA,NA,NA,11,6,17,62,47,109,319,449,768,356,364,720
2021-22,Lakshadweep,6997,6589,13586,814,768,1582,2759,2636,5395,1473,1340,2813,986,887,1873,965,958,1923,881,849,1730,799,761,1560,82,88,170,2701,2548,5249,2602,2465,5067,84,76,160,1441,1307,2748,75,83,158,1321,1167,2488,45,57,102,957,979,1936,0,0,0,68,97,165,793,735,1528,96,147,243,879,840,1719,0,0,0,0,0,0,147,94,241,732,746,1478,138,66,204,NA,NA,NA,0,0,0,1,1,2,137,65,202,15,7,22
2021-22,Madhya Pradesh,8458385,7710880,16169265,403029,338950,741979,3833282,3524107,7357389,2195869,2028350,4224219,1159009,1037499,2196508,867196,781974,1649170,960041,851462,1811503,377570,318777,696347,582471,532685,1115156,3572913,3301316,6874229,3094206,2858166,5952372,453248,422977,876225,1990085,1832319,3822404,152395,130064,282459,1558103,1452390,3010493,279587,249865,529452,1066509,959270,2025779,3920,2990,6910,168108,140804,308912,685157,626308,1311465,209324,189168,398492,707249,631347,1338596,290,202,492,14964,11247,26211,181375,152204,333579,510620,467694,978314,161588,135166,296754,NA,NA,NA,1446,932,2378,12890,9122,22012,147252,125112,272364,25459,20173,45632
2021-22,Maharashtra,11954636,10632059,22586695,276372,249489,525861,5015735,4549586,9565321,3115548,2740049,5855597,1996741,1738906,3735647,1550240,1354029,2904269,509621,466994,976615,263143,238588,501731,246478,228406,474884,4866744,4436941,9303685,4525511,4124859,8650370,328004,301181,629185,3047772,2695915,5743687,238580,193583,432163,2481069,2191772,4672841,328123,310560,638683,1866759,1629889,3496648,4501,2397,6898,294739,238875,533614,1341499,1174245,2515744,226020,214372,440392,1347077,1171430,2518507,665,341,1006,9320,6520,15840,305668,242412,548080,1031424,922157,1953581,316663,230890,547553,NA,NA,NA,2416,1701,4117,21451,11689,33140,292796,217500,510296,13229,10901,24130
2021-22,Manipur,352199,340995,693194,31759,29964,61723,158618,151405,310023,75988,74875,150863,45649,45356,91005,40185,39395,79580,54316,51127,105443,30396,28877,59273,23920,22250,46170,139367,134103,273470,127854,122822,250676,10150,10194,20344,76527,75136,151663,6575,6077,12652,62396,61351,123747,7556,7708,15264,44617,44075,88692,240,226,466,3104,3028,6132,36110,35745,71855,5163,5076,10239,34378,34175,68553,29,30,59,274,264,538,1809,1734,3543,32266,32147,64413,2994,2379,5373,NA,NA,NA,64,38,102,174,169,343,2756,2172,4928,1363,1087,2450
2021-22,Meghalaya,572522,597198,1169720,109509,105273,214782,267341,263049,530390,115006,129002,244008,53164,64332,117496,27502,35542,63044,124744,121297,246041,97743,94690,192433,27001,26607,53608,235684,233170,468854,209859,207281,417140,14059,15306,29365,112063,123979,236042,29087,28004,57091,75882,86927,162809,7094,9048,16142,54505,63793,118298,1349,1111,2460,20819,22617,43436,29372,35755,65127,2965,4310,7275,32566,38955,71521,45,46,91,3868,3850,7718,13561,16166,29727,15092,18893,33985,12960,16004,28964,NA,NA,NA,378,302,680,3137,3363,6500,9445,12339,21784,11766,10583,22349
2021-22,Mizoram,156216,153688,309904,16402,16165,32567,70199,66450,136649,36464,35485,71949,19791,20814,40605,13360,14774,28134,24024,23267,47291,15788,15597,31385,8236,7670,15906,61150,58590,119740,55962,53348,109310,4574,4674,9248,34062,33497,67559,5688,5186,10874,25394,25011,50405,2980,3300,6280,19391,19711,39102,302,238,540,5670,5113,10783,10774,11699,22473,2645,2661,5306,13614,14773,28387,11,8,19,740,601,1341,5379,5296,10675,7484,8868,16352,3975,3850,7825,NA,NA,NA,86,86,172,658,519,1177,3231,3245,6476,614,568,1182
2021-22,Nagaland,222509,221287,443796,39322,37299,76621,90734,87221,177955,47945,48494,96439,28441,30280,58721,16067,17993,34060,45833,44049,89882,36110,34429,70539,9723,9620,19343,83836,80423,164259,73319,69980,143299,7305,7573,14878,46717,47382,94099,6956,6875,13831,33845,34045,67890,5916,6462,12378,25190,26771,51961,673,683,1356,5681,5651,11332,16595,17750,34345,2241,2687,4928,15179,17170,32349,63,63,126,993,1062,2055,5069,5165,10234,9054,10880,19934,5754,5492,11246,NA,NA,NA,121,163,284,861,903,1764,4772,4426,9198,3212,2870,6082
2021-22,Odisha,3880763,3696130,7576893,27123,22253,49376,1815168,1703985,3519153,1064056,1007699,2071755,636275,610106,1246381,338141,352087,690228,303057,278013,581070,26439,21683,48122,276618,256330,532948,1806548,1698592,3505140,1526557,1437046,2963603,279307,260976,540283,1000897,950589,1951486,11497,10260,21757,766376,729218,1495594,223024,211111,434135,524210,513131,1037341,366,273,639,17308,16546,33854,389894,376669,766563,116642,119643,236285,218911,228852,447763,130,76,206,835,718,1553,22477,21559,44036,195469,206499,401968,27140,26953,54093,NA,NA,NA,230,241,471,880,767,1647,26030,25945,51975,684,570,1254
2021-22,Puducherry,130772,124774,255546,11595,10923,22518,49290,45798,95088,31290,29477,60767,20928,20074,41002,17669,18502,36171,20748,19235,39983,11530,10847,22377,9218,8388,17606,49599,45703,95302,39812,37237,77049,9722,8390,18112,30829,29548,60377,260,173,433,21214,20760,41974,9355,8615,17970,18132,18439,36571,0,0,0,351,316,667,11030,10978,22008,6751,7145,13896,10779,11327,22106,0,0,0,3,9,12,539,475,1014,10237,10843,21080,685,522,1207,NA,NA,NA,0,2,2,4,6,10,681,514,1195,65,76,141
2021-22,Punjab,3319404,2828096,6147500,424765,370689,795454,1252540,1071757,2324297,741390,633572,1374962,473876,394014,867890,426833,358064,784897,457048,403749,860797,359646,317229,676875,97402,86520,183922,1145182,995152,2140334,1002117,870143,1872260,77946,71549,149495,710947,615620,1326567,146565,110768,257333,497158,441662,938820,67224,63190,130414,462260,392242,854502,5930,4014,9944,146721,108150,254871,253845,225520,479365,55764,54558,110322,376554,310584,687138,526,312,838,17631,10916,28547,133597,94667,228264,224800,204689,429489,167413,110749,278162,NA,NA,NA,1934,1295,3229,19210,10637,29847,146269,98817,245086,65119,53460,118579
2021-22,Rajasthan,9451991,8215519,17667510,275725,216782,492507,4360498,3896222,8256720,2294584,2013665,4308249,1315438,1105136,2420574,1205746,983714,2189460,910105,784571,1694676,248364,196330,444694,661741,588241,1249982,3977066,3548193,7525259,3486115,3123415,6609530,463590,404326,867916,2188202,1899278,4087480,206788,179992,386780,1601019,1407482,3008501,380395,311804,692199,1326651,1106285,2432936,5407,4286,9693,210993,185157,396150,731588,618410,1349998,378663,298432,677095,862255,714824,1577079,447,288,735,17567,15448,33015,187101,160245,347346,657140,538843,1195983,187712,162368,350080,NA,NA,NA,1415,1252,2667,16354,14677,31031,169943,146439,316382,27361,20452,47813
2021-22,Sikkim,68708,67255,135963,10213,9421,19634,24237,21653,45890,14970,14499,29469,11331,11820,23151,7957,9862,17819,12151,11373,23524,9536,8925,18461,2615,2448,5063,21834,20332,42166,19031,17595,36626,2126,2241,4367,14234,13877,28111,2189,1534,3723,10056,9978,20034,1989,2365,4354,9673,9980,19653,316,70,386,2348,1942,4290,5515,6030,11545,1494,1938,3432,7647,8024,15671,86,6,92,375,313,688,3154,2812,5966,4032,4893,8925,3169,3669,6838,NA,NA,NA,65,25,90,673,613,1286,2431,3031,5462,677,496,1173
2021-22,Tamil Nadu,6578995,6251956,12830951,344384,319267,663651,2674754,2484126,5158880,1605701,1509597,3115298,1070118,1010024,2080142,884038,928942,1812980,708355,667060,1375415,344384,319267,663651,363971,347793,711764,2686862,2512377,5199239,2299715,2128953,4428668,387147,383424,770571,1612085,1525034,3137119,11068,7380,18448,1206571,1118918,2325489,394446,398736,793182,1004591,981106,1985697,0,0,0,11983,7255,19238,661805,603457,1265262,330803,370394,701197,553557,557236,1110793,0,0,0,0,0,0,13867,7831,21698,539690,549405,1089095,13545,9143,22688,NA,NA,NA,0,0,0,0,0,0,13545,9143,22688,0,0,0
2021-22,Telangana,3585691,3329550,6915241,81382,70210,151592,1594470,1446848,3041318,934269,866949,1801218,572937,545440,1118377,402633,400103,802736,261871,250589,512460,75270,66156,141426,186601,184433,371034,1462038,1371116,2833154,1314964,1203612,2518576,140962,163450,304412,922428,861151,1783579,91629,57935,149564,703395,648519,1351914,127404,154697,282101,543674,508796,1052470,1231,841,2072,81836,50096,131932,368024,343270,711294,92583,114589,207172,334001,301567,635568,45,27,72,7546,4521,12067,71952,43992,115944,254458,253027,507485,61679,36331,98010,NA,NA,NA,530,363,893,5557,3481,9038,55592,32487,88079,6112,4054,10166
2021-22,Tripura,359315,354547,713862,15708,13975,29683,158968,153430,312398,90154,89405,179559,54715,55821,110536,39770,41916,81686,20891,18737,39628,15545,13810,29355,5346,4927,10273,156610,151519,308129,151187,146313,297500,5260,5041,10301,88215,87670,175885,2361,2126,4487,81250,80816,162066,4604,4728,9332,52105,53273,105378,72,59,131,3542,3470,7012,45838,46849,92687,2653,2895,5548,37438,39339,76777,2,5,7,91,70,161,4175,4141,8316,33170,35123,68293,4056,4009,8065,NA,NA,NA,11,8,19,98,103,201,3947,3898,7845,163,165,328
2021-22,Uttar Pradesh,24875681,22305757,47181438,228022,179012,407034,12645781,11536854,24182635,5986744,5603350,11590094,3395055,2828266,6223321,2620079,2158275,4778354,2033557,1773111,3806668,213894,168599,382493,1819663,1604512,3424175,12091122,11084852,23175974,10514385,9641086,20155471,1562609,1433353,2995962,5829622,5322353,11151975,302032,282284,584316,4117133,3869780,7986913,1410457,1170289,2580746,3048812,2542989,5591801,9002,8291,17293,275453,266899,542352,1657822,1374691,3032513,1106535,893108,1999643,1593087,1339360,2932447,699,681,1380,28331,29687,58018,288623,249367,537990,1275434,1059625,2335059,279481,243092,522573,NA,NA,NA,3218,3631,6849,38153,33919,72072,238110,205542,443652,14128,10413,24541
2021-22,Uttarakhand,1296206,1153720,2449926,51984,42174,94158,564938,496956,1061894,314114,281668,595782,192364,173332,365696,172806,159590,332396,137496,118464,255960,49533,40354,89887,87963,78110,166073,530754,466794,997548,455079,400150,855229,73224,64824,138048,305798,273639,579437,21146,18106,39252,218727,196668,415395,65925,58865,124790,186663,169824,356487,701,549,1250,20396,18503,38899,105104,95265,200369,60462,55507,115969,114952,106088,221040,49,41,90,1658,1534,3192,19787,17615,37402,93458,86898,180356,20543,18911,39454,NA,NA,NA,109,139,248,1548,1587,3135,18886,17185,36071,2451,1820,4271
2021-22,West Bengal,9328884,9404483,18733367,806753,761500,1568253,4079602,3887063,7966665,2220277,2201470,4421747,1332354,1434448,2766802,889898,1120002,2009900,846935,799068,1646003,806753,761500,1568253,40182,37568,77750,3919205,3727594,7646799,3864047,3674570,7538617,55158,53024,108182,2126929,2100935,4227864,173870,173647,347517,1893689,1865892,3759581,59370,61396,120766,1367661,1450998,2818659,1393,1182,2575,262220,272849,535069,1057164,1121264,2178428,46884,55703,102587,881689,1075048,1956737,110,96,206,8438,9003,17441,207446,240235,447681,665695,825714,1491409,186465,250840,437305,NA,NA,NA,772,702,1474,8374,11553,19927,177319,238585,415904,0,0,0